task,n,k,threads,schedule,chunk,trial,time
A,1000000,28,2,guided,16,5,11.198978
A,1000000,28,2,guided,64,1,12.726351
A,1000000,28,2,guided,64,2,12.157758
A,1000000,28,2,guided,64,3,11.095162
A,1000000,28,2,guided,64,4,13.000957
A,1000000,28,2,guided,64,5,11.817951
A,1000000,28,4,static,auto,1,6.395958
A,1000000,28,4,static,auto,2,6.124116
A,1000000,28,4,static,auto,3,6.137397
A,1000000,28,4,static,auto,4,6.539731
A,1000000,28,4,static,auto,5,6.179813
A,1000000,28,4,dynamic,1,1,6.143558
A,1000000,28,4,dynamic,1,2,6.230696
A,1000000,28,4,dynamic,1,3,6.271601
A,1000000,28,4,dynamic,1,4,6.317783
A,1000000,28,4,dynamic,1,5,5.916407
A,1000000,28,4,dynamic,4,1,6.195203
A,1000000,28,4,dynamic,4,2,6.294657
A,1000000,28,4,dynamic,4,3,6.134295
A,1000000,28,4,dynamic,4,4,6.161516
A,1000000,28,4,dynamic,4,5,6.175180
A,1000000,28,4,dynamic,16,1,6.382163
A,1000000,28,4,dynamic,16,2,6.293750
A,1000000,28,4,dynamic,16,3,6.117045
A,1000000,28,4,dynamic,16,4,6.232864
A,1000000,28,4,dynamic,16,5,6.231177
A,1000000,28,4,dynamic,64,1,6.232234
A,1000000,28,4,dynamic,64,2,6.250518
A,1000000,28,4,dynamic,64,3,6.019980
A,1000000,28,4,dynamic,64,4,6.212108
A,1000000,28,4,dynamic,64,5,6.390670
A,1000000,28,4,guided,1,1,6.346879
A,1000000,28,4,guided,1,2,6.159497
A,1000000,28,4,guided,1,3,6.113485
A,1000000,28,4,guided,1,4,6.440645
A,1000000,28,4,guided,1,5,6.430510
A,1000000,28,4,guided,4,1,5.896203
A,1000000,28,4,guided,4,2,6.010851
A,1000000,28,4,guided,4,3,6.158935
A,1000000,28,4,guided,4,4,6.147330
A,1000000,28,4,guided,4,5,6.103608
A,1000000,28,4,guided,16,1,6.205718
A,1000000,28,4,guided,16,2,6.259469
A,1000000,28,4,guided,16,3,6.149885
A,1000000,28,4,guided,16,4,6.213366
A,1000000,28,4,guided,16,5,6.491951
A,1000000,28,4,guided,64,1,6.115536
A,1000000,28,4,guided,64,2,6.217083
A,1000000,28,4,guided,64,3,6.417721
A,1000000,28,4,guided,64,4,6.304915
A,1000000,28,4,guided,64,5,6.182028
A,1000000,28,8,static,auto,1,3.568723
A,1000000,28,8,static,auto,2,3.700546
A,1000000,28,8,static,auto,3,3.800264
A,1000000,28,8,static,auto,4,3.794132
A,1000000,28,8,static,auto,5,3.945367
A,1000000,28,8,dynamic,1,1,3.626620
A,1000000,28,8,dynamic,1,2,3.637554
A,1000000,28,8,dynamic,1,3,3.604839
A,1000000,28,8,dynamic,1,4,3.686233
A,1000000,28,8,dynamic,1,5,3.713461
A,1000000,28,8,dynamic,4,1,3.588796
A,1000000,28,8,dynamic,4,2,3.657140
A,1000000,28,8,dynamic,4,3,3.643557
A,1000000,28,8,dynamic,4,4,3.674901
A,1000000,28,8,dynamic,4,5,3.609410
A,1000000,28,8,dynamic,16,1,3.641214
A,1000000,28,8,dynamic,16,2,3.640566
A,1000000,28,8,dynamic,16,3,3.623675
A,1000000,28,8,dynamic,16,4,3.638149
A,1000000,28,8,dynamic,16,5,3.639179
A,1000000,28,8,dynamic,64,1,3.583538
A,1000000,28,8,dynamic,64,2,3.672361
A,1000000,28,8,dynamic,64,3,3.690504
A,1000000,28,8,dynamic,64,4,3.529061
A,1000000,28,8,dynamic,64,5,3.611083
A,1000000,28,8,guided,1,1,3.585331
A,1000000,28,8,guided,1,2,3.646901
A,1000000,28,8,guided,1,3,3.619125
A,1000000,28,8,guided,1,4,3.704638
A,1000000,28,8,guided,1,5,3.612233
A,1000000,28,8,guided,4,1,3.674458
A,1000000,28,8,guided,4,2,3.612620
A,1000000,28,8,guided,4,3,3.708832
A,1000000,28,8,guided,4,4,3.589889
A,1000000,28,8,guided,4,5,3.664546
A,1000000,28,8,guided,16,1,3.696234
A,1000000,28,8,guided,16,2,3.622394
A,1000000,28,8,guided,16,3,3.749548
A,1000000,28,8,guided,16,4,3.725184
A,1000000,28,8,guided,16,5,3.568104
A,1000000,28,8,guided,64,1,3.715136
A,1000000,28,8,guided,64,2,3.549743
A,1000000,28,8,guided,64,3,3.653567
A,1000000,28,8,guided,64,4,3.670737
A,1000000,28,8,guided,64,5,3.717446
A,1000000,28,16,static,auto,1,2.993330
A,1000000,28,16,static,auto,2,2.961964
A,1000000,28,16,static,auto,3,2.991792
A,1000000,28,16,static,auto,4,2.991800
A,1000000,28,16,static,auto,5,2.973858
A,1000000,28,16,dynamic,1,1,2.950027
A,1000000,28,16,dynamic,1,2,2.957735
A,1000000,28,16,dynamic,1,3,2.955317
A,1000000,28,16,dynamic,1,4,2.954807
A,1000000,28,16,dynamic,1,5,2.938983
A,1000000,28,16,dynamic,4,1,2.964456
A,1000000,28,16,dynamic,4,2,2.967241
A,1000000,28,16,dynamic,4,3,2.957814
A,1000000,28,16,dynamic,4,4,2.960515
A,1000000,28,16,dynamic,4,5,2.965589
A,1000000,28,16,dynamic,16,1,2.963537
A,1000000,28,16,dynamic,16,2,2.949277
A,1000000,28,16,dynamic,16,3,2.961100
A,1000000,28,16,dynamic,16,4,2.946234
A,1000000,28,16,dynamic,16,5,2.952525
A,1000000,28,16,dynamic,64,1,2.946835
A,1000000,28,16,dynamic,64,2,2.954766
A,1000000,28,16,dynamic,64,3,2.968176
A,1000000,28,16,dynamic,64,4,2.951740
A,1000000,28,16,dynamic,64,5,2.973176
A,1000000,28,16,guided,1,1,2.978375
A,1000000,28,16,guided,1,2,2.964394
A,1000000,28,16,guided,1,3,2.961849
A,1000000,28,16,guided,1,4,2.976256
A,1000000,28,16,guided,1,5,2.958760
A,1000000,28,16,guided,4,1,2.952249
A,1000000,28,16,guided,4,2,2.935909
A,1000000,28,16,guided,4,3,2.990553
A,1000000,28,16,guided,4,4,2.952402
A,1000000,28,16,guided,4,5,2.957238
A,1000000,28,16,guided,16,1,2.959784
A,1000000,28,16,guided,16,2,2.956331
A,1000000,28,16,guided,16,3,2.972116
A,1000000,28,16,guided,16,4,2.948395
A,1000000,28,16,guided,16,5,2.950587
A,1000000,28,16,guided,64,1,2.957834
A,1000000,28,16,guided,64,2,2.961517
A,1000000,28,16,guided,64,3,2.943728
A,1000000,28,16,guided,64,4,2.958063
A,1000000,28,16,guided,64,5,2.956002
D_naive,500000,20,1,static,auto,1,0.309721
D_naive,500000,20,1,static,auto,2,0.309790
D_naive,500000,20,1,static,auto,3,0.308775
D_naive,500000,20,1,static,auto,4,0.308881
D_naive,500000,20,1,static,auto,5,0.309684
D_opt,500000,20,1,static,auto,1,0.316524
D_opt,500000,20,1,static,auto,2,0.316266
D_opt,500000,20,1,static,auto,3,0.314272
D_opt,500000,20,1,static,auto,4,0.312442
D_opt,500000,20,1,static,auto,5,0.313785
D_naive,500000,20,2,static,auto,1,0.155096
D_naive,500000,20,2,static,auto,2,0.155032
D_naive,500000,20,2,static,auto,3,0.156076
D_naive,500000,20,2,static,auto,4,0.157249
D_naive,500000,20,2,static,auto,5,0.158635
D_opt,500000,20,2,static,auto,1,0.157188
D_opt,500000,20,2,static,auto,2,0.157011
D_opt,500000,20,2,static,auto,3,0.157367
D_opt,500000,20,2,static,auto,4,0.156446
D_opt,500000,20,2,static,auto,5,0.157381
D_naive,500000,20,4,static,auto,1,0.115838
D_naive,500000,20,4,static,auto,2,0.092719
D_naive,500000,20,4,static,auto,3,0.099184
D_naive,500000,20,4,static,auto,4,0.079273
D_naive,500000,20,4,static,auto,5,0.081451
D_opt,500000,20,4,static,auto,1,0.116389
D_opt,500000,20,4,static,auto,2,0.083015
D_opt,500000,20,4,static,auto,3,0.082035
D_opt,500000,20,4,static,auto,4,0.079664
D_opt,500000,20,4,static,auto,5,0.133631
D_naive,500000,20,8,static,auto,1,0.061801
D_naive,500000,20,8,static,auto,2,0.061088
D_naive,500000,20,8,static,auto,3,0.059854
D_naive,500000,20,8,static,auto,4,0.058435
D_naive,500000,20,8,static,auto,5,0.060057
D_opt,500000,20,8,static,auto,1,0.073378
D_opt,500000,20,8,static,auto,2,0.051176
D_opt,500000,20,8,static,auto,3,0.063621
D_opt,500000,20,8,static,auto,4,0.069800
D_opt,500000,20,8,static,auto,5,0.062477
D_naive,500000,20,16,static,auto,1,0.056983
D_naive,500000,20,16,static,auto,2,0.056294
D_naive,500000,20,16,static,auto,3,0.055847
D_naive,500000,20,16,static,auto,4,0.054463
D_naive,500000,20,16,static,auto,5,0.049464
D_opt,500000,20,16,static,auto,1,0.045064
D_opt,500000,20,16,static,auto,2,0.041828
D_opt,500000,20,16,static,auto,3,0.061058
D_opt,500000,20,16,static,auto,4,0.060994
D_opt,500000,20,16,static,auto,5,0.056501
